timestamps,TP9,AF7,AF8,TP10,Marker0
1614035018.140,-338.379,-354.492,-574.219,-270.020,Default
1614035018.144,-1000.000,-1000.000,-433.105,-893.555,0
1614035018.148,-209.961,-692.871,-540.039,789.062,0
1614035018.152,-890.625,860.352,-647.461,-832.520,0
1614035018.156,434.570,396.973,-654.785,-938.477,0
1614035018.160,-1000.000,-1000.000,-439.453,791.016,0
1614035018.164,-834.473,-941.895,-475.098,997.559,0
1614035018.168,823.730,664.551,-592.285,-712.891,0
1614035018.171,930.664,928.711,-631.348,-1000.000,0
1614035018.175,-787.109,-784.180,-611.328,630.371,0
1614035018.179,-1000.000,-1000.000,-430.176,-855.469,0
1614035018.183,682.129,529.785,-589.355,-393.555,0
1614035018.187,995.605,979.492,-687.500,-1000.000,0
1614035018.191,-664.551,-607.422,-617.188,289.551,0
1614035018.195,-1000.000,-1000.000,-319.824,-781.738,0
1614035018.199,348.633,-155.762,-510.742,373.047,0
1614035018.203,-852.051,-988.281,-705.566,-1000.000,0
1614035018.207,-246.094,-240.234,-648.926,-492.676,0
1614035018.211,-1000.000,-1000.000,-370.605,-959.473,0
1614035018.214,-418.457,-762.695,-436.035,866.699,0
1614035018.218,-958.008,809.082,-672.363,-772.461,0
1614035018.222,649.414,589.355,-681.152,-1000.000,0
1614035018.226,-990.234,-1000.000,-388.672,728.027,0
1614035018.230,-927.734,-966.309,-307.129,-989.746,0
1614035018.234,743.652,664.062,-636.230,-717.773,0
1614035018.238,-994.141,978.516,-693.359,-1000.000,0
1614035018.242,-708.008,-697.266,-553.711,620.117,0
1614035018.246,-1000.000,-1000.000,-369.141,-835.938,0
1614035018.250,685.059,457.520,-561.035,-296.875,0
1614035018.254,994.629,981.445,-688.477,-1000.000,0
1614035018.257,-652.832,-586.914,-514.648,177.734,0
1614035018.261,-1000.000,-1000.000,-195.312,-791.016,0
1614035018.265,272.461,-340.332,-519.043,577.148,0
1614035018.269,-837.402,981.445,-703.613,-993.652,0
1614035018.273,-99.609,-110.352,-628.418,-708.984,0
