timestamps,TP9,AF7,AF8,TP10
1613698183.974,20.508,-34.668,-38.574,-23.926
1613698183.978,-88.867,-32.715,-41.016,-11.719
1613698183.982,-68.848,-38.086,-45.898,-16.113
1613698183.986,38.574,-38.086,-49.316,-23.926
1613698183.989,25.879,-33.691,-47.852,-20.996
1613698183.993,-97.656,-32.227,-40.039,-25.879
1613698183.997,-107.422,-27.344,-40.527,-36.621
1613698184.001,-0.977,-28.809,-45.410,-33.691
1613698184.005,39.551,-29.297,-41.016,-30.762
1613698184.008,-60.547,-22.949,-35.645,-30.762
1613698184.012,-108.398,-28.809,-39.551,-27.344
1613698184.016,0.977,-24.902,-42.480,-5.371
1613698184.020,76.172,-20.508,-35.156,-15.137
1613698184.024,-37.109,-26.855,-26.367,-59.082
1613698184.028,-133.789,-27.832,-25.879,-63.477
1613698184.032,-68.359,-33.691,-28.320,-43.945
1613698184.035,48.828,-31.250,-33.203,-36.621
1613698184.039,18.066,-21.973,-31.250,-51.758
1613698184.043,-96.680,-23.438,-31.738,-54.688
1613698184.047,-90.332,-27.344,-39.551,-48.340
1613698184.051,24.414,-30.762,-38.086,-39.551
1613698184.052,46.387,-28.809,-35.645,-37.598
1613698184.056,-73.730,-30.273,-36.133,-41.016
1613698184.060,-101.562,-33.691,-36.621,-39.062
1613698184.064,7.812,-28.809,-33.691,-33.691
1613698184.068,62.988,-27.832,-35.645,-31.250
1613698184.072,-42.480,-37.109,-46.387,-32.715
1613698184.076,-104.980,-44.434,-49.316,-26.855
1613698184.079,-26.855,-42.480,-46.387,-25.879
1613698184.083,67.871,-34.180,-48.340,-31.738
1613698184.087,0.977,-34.668,-56.641,-32.227
1613698184.091,-102.051,-38.086,-57.129,-31.250
1613698184.095,-56.152,-39.551,-54.688,-24.902
1613698184.097,56.641,-43.457,-54.199,-26.855
1613698184.101,36.133,-39.551,-49.805,-25.879
1613698184.105,-90.820,-34.180,-48.340,-20.508
1613698184.109,-81.055,-26.367,-41.016,-20.508
1613698184.113,43.945,-22.949,-39.551,-20.996
1613698184.117,59.082,-27.344,-48.340,-19.531
1613698184.121,-61.523,-35.645,-55.176,-14.160
1613698184.124,-103.027,-44.922,-58.105,-21.484
1613698184.128,-2.930,-49.805,-56.152,-23.926
1613698184.132,67.383,-43.945,-55.176,-18.555
1613698184.136,-43.457,-46.387,-65.430,-25.391
1613698184.140,-118.652,-50.781,-70.312,-32.227
1613698184.158,-41.504,-46.387,-62.988,-32.715
1613698184.162,55.664,-43.945,-61.523,-32.227
1613698184.166,-4.395,-47.852,-66.406,-40.527
1613698184.170,-112.305,-42.480,-66.895,-39.062
1613698184.174,-74.707,-36.621,-60.547,-30.273
1613698184.178,32.227,-37.598,-50.781,-28.809
1613698184.182,20.508,-36.621,-46.875,-36.133
1613698184.185,-96.680,-35.645,-53.223,-45.898
1613698184.189,-110.352,-35.645,-56.641,-40.527
1613698184.193,-4.395,-42.480,-50.781,-28.809
1613698184.197,37.598,-42.969,-51.270,-40.039
1613698184.201,-59.082,-35.645,-48.340,-45.410
1613698184.203,-104.004,-37.598,-44.434,-35.645
1613698184.207,-5.859,-32.715,-43.457,-20.996
1613698184.211,83.496,-25.879,-41.504,-17.090
1613698184.215,-1.465,-24.414,-42.480,-29.785
1613698184.219,-88.867,-24.414,-42.480,-22.461
1613698184.223,-33.691,-31.250,-41.016,-11.719
1613698184.227,65.430,-28.809,-36.621,-14.648
1613698184.230,20.020,-30.273,-37.598,-22.949
1613698184.234,-90.332,-41.992,-41.992,-14.648
1613698184.238,-63.965,-42.969,-42.480,-8.789
1613698184.242,54.688,-43.945,-39.062,-17.578
1613698184.246,54.688,-45.898,-37.598,-19.531
1613698184.248,-68.848,-45.898,-37.598,-19.531
1613698184.252,-87.402,-45.898,-40.527,-13.672
1613698184.256,29.297,-44.922,-45.410,-5.859
1613698184.260,79.590,-42.480,-46.387,-13.672
1613698184.264,-42.480,-43.945,-47.363,-17.090
1613698184.268,-98.633,-39.062,-49.316,-7.812
1613698184.272,-7.324,-36.133,-49.805,-15.625
1613698184.275,78.613,-37.109,-47.363,-23.438
1613698184.279,-7.324,-38.086,-44.434,-12.695
1613698184.283,-101.562,-44.922,-39.551,-15.625
1613698184.287,-33.203,-44.922,-41.016,-22.461
1613698184.291,72.754,-35.645,-48.340,-19.043
1613698184.292,29.785,-37.109,-47.363,-22.949
1613698184.296,-89.355,-39.551,-42.480,-20.508
1613698184.300,-69.336,-35.156,-44.434,-12.695
1613698184.304,45.898,-35.645,-50.781,-13.184
1613698184.308,48.828,-35.645,-54.199,-22.461
1613698184.312,-62.988,-37.598,-51.270,-22.461
1613698184.316,-88.867,-43.457,-52.734,-23.438
1613698184.319,5.859,-49.316,-57.617,-26.367
1613698184.323,57.129,-47.852,-62.012,-29.297
1613698184.327,-41.992,-44.434,-67.383,-33.691
1613698184.331,-107.910,-47.363,-70.312,-33.691
1613698184.335,-33.203,-46.387,-70.312,-28.809
1613698184.337,65.918,-41.504,-63.477,-20.020
1613698184.341,-2.441,-44.434,-57.129,-24.902
1613698184.345,-101.562,-45.410,-57.129,-24.414
1613698184.349,-54.688,-51.758,-62.012,-22.461
1613698184.353,53.711,-49.805,-60.547,-19.043
1613698184.357,34.180,-40.039,-48.340,-12.695
1613698184.361,-85.449,-42.969,-45.410,-13.184
1613698184.364,-80.566,-41.992,-45.410,-4.883
1613698184.368,34.180,-40.527,-41.016,-3.906
1613698184.372,46.387,-45.410,-46.875,-21.973
1613698184.376,-73.730,-47.363,-51.758,-21.484
1613698184.380,-107.910,-46.387,-52.246,-9.277
1613698184.383,-9.277,-44.922,-50.293,-9.277
1613698184.387,66.895,-40.527,-46.387,-14.648
1613698184.391,-29.297,-38.574,-42.480,-14.648
1613698184.395,-115.723,-45.898,-47.363,-18.066
1613698184.399,-42.480,-44.922,-50.293,-19.043
1613698184.403,62.988,-42.480,-50.781,-19.531
1613698184.407,3.906,-53.711,-52.246,-27.344
1613698184.410,-120.605,-62.012,-52.734,-27.832
1613698184.414,-83.984,-55.664,-54.199,-27.832
1613698184.418,39.062,-53.223,-47.852,-26.855
1613698184.422,20.508,-58.105,-46.387,-30.762
1613698184.426,-96.680,-58.105,-52.734,-32.227
1613698184.429,-90.332,-47.363,-54.199,-23.926
1613698184.433,15.625,-46.387,-51.270,-20.508
1613698184.437,45.410,-47.852,-49.805,-25.391
1613698184.441,-57.129,-42.480,-48.340,-26.367
1613698184.445,-97.168,-47.363,-50.781,-21.484
1613698184.449,2.930,-51.758,-53.223,-12.695
1613698184.453,70.312,-52.246,-52.734,-13.672
1613698184.456,-25.879,-56.152,-50.781,-19.531
1613698184.460,-98.633,-53.223,-49.316,-22.461
1613698184.464,-19.531,-45.410,-44.434,-19.531
1613698184.468,73.242,-39.551,-40.527,-18.555
1613698184.472,6.348,-41.504,-46.387,-22.461
1613698184.474,-91.309,-43.945,-44.922,-22.949
1613698184.478,-60.547,-44.434,-41.504,-17.578
1613698184.482,37.109,-49.805,-46.387,-14.648
1613698184.486,25.879,-56.152,-58.594,-37.109
1613698184.490,-87.891,-64.941,-70.312,-46.387
1613698184.494,-102.051,-73.730,-76.660,-41.016
1613698184.498,-8.789,-77.637,-82.520,-40.527
1613698184.501,25.879,-79.102,-84.961,-51.758
1613698184.505,-86.914,-91.309,-92.285,-65.918
1613698184.509,-155.273,-103.516,-96.680,-66.406
1613698184.513,-68.359,-104.980,-94.238,-66.895
1613698184.517,23.438,-101.562,-92.773,-71.289
1613698184.517,-61.523,-100.098,-92.285,-72.754
1613698184.521,-152.344,-102.539,-94.238,-69.824
1613698184.525,-87.402,-100.098,-87.402,-62.012
1613698184.529,17.578,-98.145,-83.984,-61.035
1613698184.533,-21.484,-99.609,-87.891,-62.500
1613698184.537,-139.648,-103.516,-91.797,-60.059
1613698184.541,-122.559,-98.145,-100.586,-69.824
1613698184.544,-10.254,-93.262,-104.492,-74.219
1613698184.548,-3.906,-94.238,-101.074,-72.754
1613698184.552,-128.906,-97.168,-98.633,-71.777
1613698184.556,-147.949,-95.703,-97.656,-64.453
1613698184.560,-28.809,-84.961,-92.285,-58.105
1613698184.577,19.531,-84.961,-89.355,-66.895
1613698184.581,-88.867,-85.938,-88.867,-68.359
1613698184.585,-148.438,-81.055,-83.984,-64.453
1613698184.589,-55.664,-75.195,-80.566,-69.336
1613698184.593,29.297,-70.312,-83.008,-65.430
1613698184.597,-52.734,-71.289,-86.914,-62.012
1613698184.601,-153.320,-69.824,-86.426,-59.570
1613698184.604,-100.098,-70.801,-74.707,-52.246
1613698184.608,16.113,-72.266,-67.871,-47.363
1613698184.612,-9.277,-71.777,-74.707,-47.363
1613698184.616,-112.305,-65.430,-78.613,-40.039
1613698184.620,-98.145,-65.430,-78.125,-37.109
1613698184.654,34.180,-40.527,-52.734,-7.324
1613698184.658,109.375,19.043,0.000,40.039
1613698184.662,25.879,50.293,29.297,59.570
1613698184.666,3.906,58.105,42.480,76.660
1613698184.670,117.676,66.406,56.641,91.309
1613698184.674,193.359,67.383,65.918,94.238
1613698184.678,102.051,66.895,64.453,91.797
1613698184.681,26.367,74.219,61.035,90.332
1613698184.685,92.285,77.148,55.664,93.262
1613698184.689,183.105,78.613,52.246,83.008
1613698184.693,129.395,81.055,51.270,71.777
1613698184.697,18.066,74.219,40.527,69.824
1613698184.667,34.180,64.453,29.297,62.012
1613698184.671,141.113,56.641,26.367,56.152
1613698184.675,121.582,41.016,27.832,42.480
1613698184.679,-8.789,26.855,23.926,37.109
1613698184.683,-16.113,14.648,13.672,30.273
1613698184.687,89.844,4.883,4.883,24.414
1613698184.691,111.816,2.441,-3.906,15.625
1613698184.694,-18.555,-2.930,-6.348,11.719
1613698184.698,-70.801,-14.160,-20.508,0.977
1613698184.702,27.344,-14.648,-31.250,-3.418
1613698184.706,96.680,-18.555,-27.832,-8.789
1613698184.710,-7.324,-25.391,-26.367,-14.160
1613698184.712,-98.633,-23.438,-25.391,-10.254
1613698184.716,-31.250,-29.297,-25.879,-3.418
1613698184.720,74.707,-32.715,-25.879,-2.930
1613698184.724,27.344,-35.156,-24.414,-0.977
1613698184.728,-88.867,-43.945,-28.320,2.930
1613698184.732,-54.688,-41.504,-29.297,0.000
1613698184.736,67.383,-38.086,-30.762,3.906
1613698184.739,48.340,-40.527,-35.156,1.465
1613698184.743,-85.938,-51.270,-38.574,-10.742
1613698184.747,-88.867,-51.270,-41.992,-27.832
1613698184.751,25.879,-42.480,-39.551,-25.391
1613698184.755,65.918,-47.363,-41.016,-30.762
1613698184.758,-46.875,-44.922,-44.434,-39.062
1613698184.762,-110.840,-40.527,-31.250,-32.227
1613698184.766,-29.785,-45.410,-23.926,-22.461
1613698184.770,53.711,-51.758,-30.762,-29.297
1613698184.774,-22.461,-52.734,-41.992,-47.363
1613698184.778,-118.164,-59.082,-55.176,-52.246
1613698184.782,-66.895,-62.500,-58.594,-50.293
1613698184.785,45.410,-61.523,-57.617,-46.387
1613698184.789,6.348,-61.523,-59.082,-53.711
1613698184.793,-112.305,-61.523,-61.035,-54.199
1613698184.797,-92.285,-65.430,-66.406,-42.969
1613698184.801,22.949,-67.383,-64.941,-45.898
1613698184.803,32.227,-67.871,-59.082,-58.594
1613698184.807,-82.520,-68.359,-59.570,-57.129
1613698184.811,-99.609,-66.895,-61.523,-58.105
1613698184.815,-3.418,-62.988,-62.500,-54.688
1613698184.819,49.316,-61.035,-62.500,-43.457
1613698184.823,-46.387,-56.152,-63.477,-41.992
1613698184.827,-125.000,-58.594,-66.406,-49.316
1613698184.830,-37.598,-58.105,-58.594,-49.316
1613698184.834,69.824,-45.898,-53.711,-43.457
1613698184.838,-22.461,-53.711,-62.988,-41.016
1613698184.842,-125.488,-61.523,-60.547,-38.086
1613698184.846,-62.500,-51.270,-58.105,-36.621
1613698184.849,46.875,-52.246,-63.477,-40.039
1613698184.853,19.531,-51.758,-53.711,-38.574
1613698184.857,-106.445,-42.480,-48.828,-31.250
1613698184.861,-99.609,-41.992,-59.570,-33.203
1613698184.865,20.020,-47.363,-64.453,-36.621
1613698184.869,34.668,-49.805,-67.383,-39.062
1613698184.873,-83.008,-52.246,-74.219,-39.062
1613698184.876,-113.770,-52.246,-72.266,-28.320
1613698184.880,-8.301,-53.711,-62.988,-23.438
1613698184.884,59.082,-47.852,-59.082,-22.949
1613698184.888,-47.363,-43.457,-60.059,-27.344
1613698184.892,-126.465,-46.875,-58.105,-29.785
1613698184.892,-44.922,-53.711,-59.570,-30.273
1613698184.896,63.477,-58.105,-64.941,-35.156
1613698184.900,2.441,-52.246,-69.336,-41.504
1613698184.904,-104.980,-45.410,-71.289,-39.551
1613698184.908,-53.711,-38.086,-66.406,-25.879
1613698184.912,65.430,-39.062,-65.430,-13.184
1613698184.916,38.574,-46.387,-64.453,-20.020
1613698184.919,-89.844,-46.875,-62.012,-32.715
1613698184.923,-90.332,-41.992,-66.406,-28.320
1613698184.927,29.297,-42.480,-66.406,-25.879
1613698184.931,62.012,-41.992,-63.477,-30.273
1613698184.935,-65.430,-40.527,-64.453,-30.273
1613698184.952,-119.141,-44.922,-61.035,-30.762
1613698184.956,-20.020,-38.086,-53.711,-24.902
1613698184.960,62.500,-38.086,-55.176,-20.996
1613698184.964,-26.855,-50.293,-56.152,-28.320
1613698184.968,-119.629,-52.734,-54.199,-34.180
1613698184.972,-56.152,-46.387,-49.316,-26.855
1613698184.976,54.688,-42.969,-46.875,-20.508
1613698184.979,-0.977,-48.828,-54.688,-31.250
1613698184.983,-125.488,-48.828,-47.363,-29.297
1613698184.987,-105.957,-50.781,-42.480,-21.973
1613698184.991,20.020,-54.688,-47.852,-30.273
1613698184.995,40.039,-50.781,-44.922,-35.645
1613698184.997,-91.309,-44.922,-44.434,-37.598
1613698185.001,-120.117,-45.898,-50.781,-39.551
1613698185.005,11.230,-42.969,-54.688,-34.180
1613698185.009,67.383,-35.156,-55.664,-31.250
1613698185.013,-57.617,-31.250,-56.152,-32.227
1613698185.017,-112.305,-35.156,-57.617,-33.691
1613698185.021,-10.254,-35.645,-60.059,-24.414
1613698185.024,80.078,-36.133,-55.664,-17.090
1613698185.028,-15.625,-39.551,-51.758,-21.973
1613698185.032,-118.652,-40.527,-54.199,-25.879
1613698185.036,-48.340,-41.504,-55.664,-21.973
1613698185.040,76.172,-34.668,-52.734,-11.230
1613698185.042,27.344,-38.086,-51.758,-17.090
1613698185.046,-95.215,-45.410,-53.223,-23.926
1613698185.050,-58.594,-37.109,-47.363,-16.113
1613698185.054,63.965,-34.180,-47.363,-5.859
1613698185.058,75.195,-37.598,-44.434,-10.742
1613698185.062,-61.035,-40.039,-40.527,-17.578
1613698185.066,-93.750,-40.527,-47.852,-17.578
1613698185.069,26.367,-38.086,-39.062,-4.395
1613698185.073,83.008,-37.598,-33.203,2.441
1613698185.077,-29.297,-34.668,-42.480,-10.742
1613698185.081,-100.098,-28.320,-39.551,-14.648
1613698185.085,-22.949,-29.297,-35.156,-12.695
